subject_id,trial_id,task,task_label,obj_dwell_prop,scene_dwell_prop,obj_fix_count,scene_fix_count,obj_dwell_early_ms,obj_dwell_middle_ms,obj_dwell_late_ms,scene_dwell_early_ms,scene_dwell_middle_ms,scene_dwell_late_ms,mean_fix_duration_ms,first_fix_latency_obj_ms,obj_scene_transitions,transition_entropy,obj_revisits,scene_revisits,scanpath_length_deg,fixation_dispersion,saccade_amplitude_mean_deg
1,195,ITEM,1,1.0,0.0,10,0,1171.0,1169.0,1246.0,0.0,0.0,0.0,364.5,48.0,0.0,,0,0,10.971294949423436,130.10760469703544,1.2227248885907427
1,196,ITEM,1,1.0,0.0,9,0,1346.0,1319.0,1224.0,0.0,0.0,0.0,432.1111111111111,40.0,0.0,,0,0,9.63680181923446,229.10890022708668,1.2074033643871167
3,10,RELATIONAL,0,0.41558047893301,0.58441952106699,7,8,595.0,473.0,252.0,576.0,664.0,688.0,219.93333333333334,42.0,8.0,1.0,4,3,58.88177286060544,747.7515498269428,4.6172713146602415
3,11,RELATIONAL,0,0.5171521035598705,0.48284789644012943,9,7,720.0,448.0,430.0,436.0,417.0,581.0,193.125,58.0,11.0,0.9940302114769565,5,5,70.85892186485424,745.3504246698702,5.430909752356563
3,20,RELATIONAL,0,0.5114891077290361,0.4885108922709639,6,9,601.0,676.0,437.0,727.0,421.0,489.0,223.4,263.0,6.0,1.0,2,3,63.21549630849266,1934.328203011514,5.033799653880923
3,24,RELATIONAL,0,0.524975514201763,0.47502448579823703,7,6,380.0,710.0,518.0,744.0,489.0,222.0,235.6153846153846,437.0,10.0,1.0,4,5,58.22046378824458,1121.4192581186303,5.313492707134064
3,26,RELATIONAL,0,0.7828110456096804,0.21718895439031957,9,3,857.0,897.0,769.0,335.0,294.0,71.0,268.5833333333333,36.0,4.0,1.0,2,1,40.739609618171244,1009.8031689393729,3.866485605624008
3,28,RELATIONAL,0,0.5201021059349075,0.47989789406509253,8,7,455.0,626.0,549.0,793.0,309.0,402.0,208.93333333333334,202.0,7.0,0.9852281360342515,3,3,70.49995514769549,2264.789543479701,5.779753804612141
3,30,RELATIONAL,0,0.38286864041391205,0.617131359586088,5,9,632.0,700.0,0.0,477.0,591.0,1079.0,248.5,226.0,4.0,1.0,1,2,41.30255412938768,1200.3654532569817,3.321317177643542
3,32,RELATIONAL,0,0.5138105975197295,0.4861894024802706,6,7,947.0,468.0,408.0,346.0,960.0,419.0,272.9230769230769,41.0,7.0,0.9852281360342515,3,3,49.35181327081274,1049.415989364249,4.385179716397371
3,33,RELATIONAL,0,0.5945945945945946,0.40540540540540543,7,5,336.0,812.0,832.0,941.0,245.0,164.0,277.5,248.0,4.0,1.0,1,2,29.55500580048727,494.7208952984481,2.747497550958222
3,36,RELATIONAL,0,0.5808080808080808,0.41919191919191917,4,5,1219.0,277.0,344.0,229.0,643.0,456.0,352.0,539.0,4.0,1.0,1,2,54.07016388501434,1602.8670599905859,7.299575903365044
